,transaction_date,owner,ticker,type,amount,comment,senator,transaction_year,transaction_month,transaction_day,amount_lower,amount_upper
2061,2019-11-14,Joint,GPK,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2019,11,14,1001,15000
2062,2019-11-14,Joint,XOM,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2019,11,14,15001,50000
2063,2019-11-12,Joint,TCP,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,11,12,1001,15000
2064,2019-11-12,Joint,CBS,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,11,12,1001,15000
2065,2019-11-12,Joint,LGF-B,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2019,11,12,15001,50000
2066,2019-11-11,Joint,BOIVF,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,11,11,1001,15000
2067,2019-11-11,Joint,FDX,Purchase,"$100,001 - $250,000",--,"David A Perdue , Jr",2019,11,11,100001,250000
2068,2019-11-11,Joint,CBS,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2019,11,11,15001,50000
2069,2019-11-11,Joint,SPY,Sale (Partial),"$100,001 - $250,000",--,"David A Perdue , Jr",2019,11,11,100001,250000
2070,2019-11-11,Joint,DVN,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2019,11,11,15001,50000
2071,2019-11-11,Joint,CBS,Purchase,"$100,001 - $250,000",--,"David A Perdue , Jr",2019,11,11,100001,250000
2072,2019-11-11,Joint,RF,Purchase,"$100,001 - $250,000",--,"David A Perdue , Jr",2019,11,11,100001,250000
2073,2019-11-11,Joint,LGF-B,Purchase,"$50,001 - $100,000",--,"David A Perdue , Jr",2019,11,11,50001,100000
2074,2019-11-11,Joint,CBS,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,11,11,1001,15000
2075,2019-11-11,Joint,SPY,Sale (Partial),"$500,001 - $1,000,000",--,"David A Perdue , Jr",2019,11,11,500001,1000000
2076,2019-11-11,Joint,FDX,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2019,11,11,15001,50000
2077,2019-11-11,Joint,DVN,Purchase,"$50,001 - $100,000",--,"David A Perdue , Jr",2019,11,11,50001,100000
2078,2019-11-11,Joint,LGF-B,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,11,11,1001,15000
2079,2019-11-11,Joint,LGF-B,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,11,11,1001,15000
2080,2019-11-08,Joint,ALB,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,11,8,1001,15000
2081,2019-11-08,Joint,ALB,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,11,8,1001,15000
2082,2019-11-08,Joint,BOIVF,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,11,8,1001,15000
2083,2019-11-08,Joint,FEYE,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2019,11,8,1001,15000
2084,2019-11-07,Joint,BOIVF,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,11,7,1001,15000
2085,2019-11-07,Joint,ACA,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2019,11,7,1001,15000
2086,2019-11-06,Joint,BOIVF,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,11,6,1001,15000
2087,2019-11-04,Joint,BOIVF,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,11,4,1001,15000
2096,2019-11-04,Spouse,MCD,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2019,11,4,1001,15000
2097,2019-11-04,Spouse,RTN,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2019,11,4,1001,15000
2098,2019-11-04,Spouse,MO,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,2019,11,4,1001,15000
2099,2019-11-04,Spouse,TSM,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2019,11,4,1001,15000
2100,2019-11-04,Spouse,DRI,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2019,11,4,1001,15000
2101,2019-11-27,Joint,PAGP,Sale (Full),"$1,001 - $15,000",--,Rafael E Cruz,2019,11,27,1001,15000
2102,2019-11-12,Spouse,MA,Purchase,"$15,001 - $50,000",R,Pat Roberts,2019,11,12,15001,50000
2103,2019-11-04,Spouse,NOC,Purchase,"$15,001 - $50,000",R,Pat Roberts,2019,11,4,15001,50000
2104,2019-11-04,Spouse,NOC,Purchase,"$15,001 - $50,000",R,Pat Roberts,2019,11,4,15001,50000
2105,2019-11-04,Spouse,DIS,Purchase,"$1,001 - $15,000",R,Pat Roberts,2019,11,4,1001,15000
2108,2019-11-05,Self,IVZ,Purchase,"$50,001 - $100,000",--,John Hoeven,2019,11,5,50001,100000
2109,2019-11-05,Self,XOM,Purchase,"$50,001 - $100,000",--,John Hoeven,2019,11,5,50001,100000
2110,2019-11-04,Self,TWO,Purchase,"$50,001 - $100,000",--,John Hoeven,2019,11,4,50001,100000
2111,2019-11-04,Self,XOM,Purchase,"$50,001 - $100,000",--,John Hoeven,2019,11,4,50001,100000
2112,2019-11-04,Self,EXC,Purchase,"$50,001 - $100,000",--,John Hoeven,2019,11,4,50001,100000
2113,2019-11-04,Self,CVX,Purchase,"$50,001 - $100,000",--,John Hoeven,2019,11,4,50001,100000
2134,2019-10-15,Spouse,MSFT,Sale (Partial),"$1,001 - $15,000",--,Shelley M Capito,2019,10,15,1001,15000
2137,2019-10-08,Joint,RPM,Sale (Partial),"$15,001 - $50,000",--,Daniel S Sullivan,2019,10,8,15001,50000
2138,2019-10-29,Joint,ALB,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,10,29,1001,15000
2139,2019-10-23,Joint,NFLX,Sale (Full),"$15,001 - $50,000",--,"David A Perdue , Jr",2019,10,23,15001,50000
2140,2019-10-28,Joint,PEP,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2019,10,28,1001,15000
2141,2019-10-28,Joint,AAPL,Sale (Partial),"$15,001 - $50,000",--,"David A Perdue , Jr",2019,10,28,15001,50000
2142,2019-10-28,Joint,AAPL,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2019,10,28,1001,15000
2143,2019-10-28,Joint,ALB,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,10,28,1001,15000
2144,2019-10-29,Joint,DIS,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2019,10,29,1001,15000
2145,2019-10-30,Joint,TCP,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,10,30,1001,15000
2146,2019-10-31,Joint,ALB,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,10,31,1001,15000
2147,2019-09-30,Joint,EAF,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2019,9,30,1001,15000
2148,2019-09-30,Joint,MSFT,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2019,9,30,1001,15000
2149,2019-09-30,Joint,COP,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,9,30,1001,15000
2150,2019-09-30,Joint,STT,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2019,9,30,1001,15000
2151,2019-09-30,Joint,PG,Sale (Partial),"$15,001 - $50,000",--,"David A Perdue , Jr",2019,9,30,15001,50000
2152,2019-09-30,Joint,DIS,Sale (Partial),"$15,001 - $50,000",--,"David A Perdue , Jr",2019,9,30,15001,50000
2153,2019-09-30,Joint,USB,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2019,9,30,1001,15000
2154,2019-09-30,Joint,KO,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2019,9,30,1001,15000
2155,2019-09-30,Joint,MSM,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2019,9,30,1001,15000
2156,2019-09-30,Joint,PEP,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2019,9,30,1001,15000
2157,2019-09-30,Joint,XOM,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,9,30,1001,15000
2158,2019-09-30,Joint,NWSA,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2019,9,30,1001,15000
2159,2019-09-30,Joint,SYK,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2019,9,30,1001,15000
2160,2019-09-30,Joint,BOIVF,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,9,30,1001,15000
2161,2019-09-30,Joint,ORCL,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2019,9,30,1001,15000
2162,2019-09-30,Joint,FOX,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,9,30,1001,15000
2163,2019-09-30,Joint,BK,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,9,30,1001,15000
2164,2019-09-30,Joint,BKNG,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2019,9,30,1001,15000
2165,2019-09-30,Joint,ANTM,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,9,30,1001,15000
2166,2019-09-30,Joint,SYY,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2019,9,30,1001,15000
2167,2019-09-30,Joint,UHAL,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2019,9,30,1001,15000
2168,2019-10-01,Joint,CBS,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,10,1,1001,15000
2169,2019-10-01,Joint,ENTG,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2019,10,1,1001,15000
2170,2019-10-01,Joint,CBS,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,10,1,1001,15000
2171,2019-10-02,Joint,IP,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,10,2,1001,15000
2172,2019-10-10,Joint,PBA,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2019,10,10,1001,15000
2173,2019-10-11,Joint,SPY,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2019,10,11,15001,50000
2174,2019-10-11,Joint,CTSH,Sale (Full),"$15,001 - $50,000",--,"David A Perdue , Jr",2019,10,11,15001,50000
2175,2019-10-11,Joint,XOM,Sale (Full),"$15,001 - $50,000",--,"David A Perdue , Jr",2019,10,11,15001,50000
2176,2019-10-11,Joint,RF,Sale (Partial),"$100,001 - $250,000",--,"David A Perdue , Jr",2019,10,11,100001,250000
2177,2019-10-11,Joint,MOS,Sale (Full),"$15,001 - $50,000",--,"David A Perdue , Jr",2019,10,11,15001,50000
2178,2019-10-11,Joint,DVN,Sale (Full),"$100,001 - $250,000",--,"David A Perdue , Jr",2019,10,11,100001,250000
2179,2019-10-11,Joint,CBS,Sale (Full),"$100,001 - $250,000",--,"David A Perdue , Jr",2019,10,11,100001,250000
2180,2019-10-11,Joint,SPY,Purchase,"$500,001 - $1,000,000",--,"David A Perdue , Jr",2019,10,11,500001,1000000
2181,2019-10-11,Joint,LGF-B,Sale (Full),"$50,001 - $100,000",--,"David A Perdue , Jr",2019,10,11,50001,100000
2182,2019-10-11,Joint,FDX,Sale (Full),"$100,001 - $250,000",--,"David A Perdue , Jr",2019,10,11,100001,250000
2183,2019-10-15,Joint,NWSA,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,10,15,1001,15000
2184,2019-10-16,Joint,NWSA,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,10,16,1001,15000
2185,2019-10-17,Joint,TRGP,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2019,10,17,1001,15000
2186,2019-10-18,Joint,ENTG,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2019,10,18,1001,15000
2187,2019-10-23,Joint,DOW,Sale (Partial),"$15,001 - $50,000",--,"David A Perdue , Jr",2019,10,23,15001,50000
2188,2019-10-23,Joint,RF,Sale (Full),"$15,001 - $50,000",--,"David A Perdue , Jr",2019,10,23,15001,50000
2189,2019-10-23,Joint,PAA,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,10,23,1001,15000
2190,2019-10-25,Joint,ALB,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2019,10,25,15001,50000
2191,2019-10-23,Spouse,MSFT,Purchase,"$1,001 - $15,000",fran45,Pat Roberts,2019,10,23,1001,15000
2192,2019-10-17,Spouse,KTB,Sale (Full),"$1,001 - $15,000",fran45,Pat Roberts,2019,10,17,1001,15000
2193,2019-10-01,Spouse,KTB,Purchase,"$1,001 - $15,000",fran45,Pat Roberts,2019,10,1,1001,15000
2194,2019-10-01,Spouse,AMZN,Sale (Full),"$1,001 - $15,000",fran45,Pat Roberts,2019,10,1,1001,15000
2195,2019-10-31,Spouse,MA,Purchase,"$15,001 - $50,000",R,Pat Roberts,2019,10,31,15001,50000
2196,2019-10-15,Spouse,AAPL,Sale (Full),"$15,001 - $50,000",R,Pat Roberts,2019,10,15,15001,50000
2197,2019-10-01,Spouse,NVDA,Purchase,"$1,001 - $15,000",R,Pat Roberts,2019,10,1,1001,15000
2198,2019-10-31,Spouse,NFLX,Purchase,"$1,001 - $15,000",555,Pat Roberts,2019,10,31,1001,15000
2199,2019-10-01,Spouse,NFLX,Purchase,"$1,001 - $15,000",555,Pat Roberts,2019,10,1,1001,15000
2200,2019-10-03,Spouse,AAPL,Purchase,"$15,001 - $50,000",sep,Pat Roberts,2019,10,3,15001,50000
2201,2019-10-01,Spouse,CELG,Sale (Full),"$1,001 - $15,000",sep,Pat Roberts,2019,10,1,1001,15000
2204,2019-10-21,Self,IBM,Purchase,"$50,001 - $100,000",--,John Hoeven,2019,10,21,50001,100000
2207,2019-09-25,Spouse,WFC,Sale (Partial),"$1,001 - $15,000",--,"Jerry Moran,",2019,9,25,1001,15000
2208,2019-09-25,Spouse,DIS,Sale (Partial),"$1,001 - $15,000",--,"Jerry Moran,",2019,9,25,1001,15000
2209,2019-09-25,Spouse,3V64.TI,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",2019,9,25,1001,15000
2210,2019-09-25,Spouse,VZ,Sale (Partial),"$1,001 - $15,000",--,"Jerry Moran,",2019,9,25,1001,15000
2211,2019-09-25,Spouse,TXN,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",2019,9,25,1001,15000
2212,2019-09-25,Spouse,JNK,Sale (Full),"$15,001 - $50,000",--,"Jerry Moran,",2019,9,25,15001,50000
2213,2019-09-25,Spouse,OXY,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",2019,9,25,1001,15000
2214,2019-09-25,Spouse,MPC,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",2019,9,25,1001,15000
2215,2019-09-25,Spouse,JNJ,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",2019,9,25,1001,15000
2216,2019-09-25,Spouse,INTC,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",2019,9,25,1001,15000
2217,2019-09-25,Spouse,GILD,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",2019,9,25,1001,15000
2218,2019-09-25,Spouse,GIS,Sale (Full),"$1,001 - $15,000",--,"Jerry Moran,",2019,9,25,1001,15000
2219,2019-09-25,Spouse,0QZI.IL,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",2019,9,25,1001,15000
2220,2019-09-25,Spouse,XOM,Sale (Partial),"$1,001 - $15,000",--,"Jerry Moran,",2019,9,25,1001,15000
2221,2019-09-25,Spouse,COST,Sale (Partial),"$1,001 - $15,000",--,"Jerry Moran,",2019,9,25,1001,15000
2222,2019-09-25,Spouse,KO,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",2019,9,25,1001,15000
2223,2019-09-25,Spouse,AAPL,Sale (Partial),"$1,001 - $15,000",--,"Jerry Moran,",2019,9,25,1001,15000
2224,2019-09-25,Self,WFC,Sale (Partial),"$1,001 - $15,000",--,"Jerry Moran,",2019,9,25,1001,15000
2225,2019-09-25,Self,DIS,Sale (Partial),"$1,001 - $15,000",--,"Jerry Moran,",2019,9,25,1001,15000
2226,2019-09-25,Self,3V64.TI,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",2019,9,25,1001,15000
2227,2019-09-25,Self,VZ,Sale (Partial),"$1,001 - $15,000",--,"Jerry Moran,",2019,9,25,1001,15000
2228,2019-09-25,Self,USB,Sale (Partial),"$1,001 - $15,000",--,"Jerry Moran,",2019,9,25,1001,15000
2229,2019-09-25,Self,TXN,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",2019,9,25,1001,15000
2230,2019-09-25,Self,JNK,Sale (Partial),"$15,001 - $50,000",--,"Jerry Moran,",2019,9,25,15001,50000
2231,2019-09-25,Self,OXY,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",2019,9,25,1001,15000
2232,2019-09-25,Self,MSFT,Sale (Partial),"$1,001 - $15,000",--,"Jerry Moran,",2019,9,25,1001,15000
2233,2019-09-25,Self,MPC,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",2019,9,25,1001,15000
2234,2019-09-25,Self,JNJ,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",2019,9,25,1001,15000
2235,2019-09-25,Self,INTC,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",2019,9,25,1001,15000
2236,2019-09-25,Self,GILD,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",2019,9,25,1001,15000
2237,2019-09-25,Self,GIS,Sale (Full),"$1,001 - $15,000",--,"Jerry Moran,",2019,9,25,1001,15000
2238,2019-09-25,Self,0QZI.IL,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",2019,9,25,1001,15000
2239,2019-09-25,Self,XOM,Sale (Partial),"$1,001 - $15,000",--,"Jerry Moran,",2019,9,25,1001,15000
2240,2019-09-25,Self,CVS,Sale (Partial),"$1,001 - $15,000",--,"Jerry Moran,",2019,9,25,1001,15000
2241,2019-09-25,Self,COST,Sale (Partial),"$1,001 - $15,000",--,"Jerry Moran,",2019,9,25,1001,15000
2242,2019-09-25,Self,KO,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",2019,9,25,1001,15000
2243,2019-09-25,Self,BRK-B,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",2019,9,25,1001,15000
2244,2019-09-25,Self,BAC,Sale (Partial),"$1,001 - $15,000",--,"Jerry Moran,",2019,9,25,1001,15000
2245,2019-09-25,Self,AAPL,Sale (Partial),"$1,001 - $15,000",--,"Jerry Moran,",2019,9,25,1001,15000
2246,2019-09-25,Self,AMZN,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",2019,9,25,1001,15000
2247,2019-09-30,Self,UNH,Sale (Full),"$15,001 - $50,000",--,James M Inhofe,2019,9,30,15001,50000
2248,2019-09-30,Self,XBI,Sale (Full),"$15,001 - $50,000",--,James M Inhofe,2019,9,30,15001,50000
2253,2019-08-27,Joint,TSLA,Sale (Full),"$1,001 - $15,000",--,Sheldon Whitehouse,2019,8,27,1001,15000
2254,2019-08-27,Self,CVS,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2019,8,27,1001,15000
2255,2019-08-27,Self,T,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2019,8,27,1001,15000
2256,2019-08-27,Self,TSLA,Sale (Full),"$15,001 - $50,000",--,Sheldon Whitehouse,2019,8,27,15001,50000
2269,2019-09-26,Joint,FDX,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,9,26,1001,15000
2270,2019-09-04,Joint,CZR,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2019,9,4,1001,15000
2271,2019-09-05,Joint,CZR,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2019,9,5,1001,15000
2272,2019-09-11,Joint,ENTG,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2019,9,11,1001,15000
2273,2019-09-13,Joint,ENTG,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2019,9,13,1001,15000
2274,2019-09-16,Joint,BPL,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2019,9,16,1001,15000
2275,2019-09-16,Joint,BPL,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2019,9,16,1001,15000
2276,2019-09-16,Joint,BPL,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2019,9,16,1001,15000
2277,2019-09-17,Joint,BPL,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2019,9,17,1001,15000
2278,2019-09-18,Joint,ET,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,9,18,1001,15000
2279,2019-09-18,Joint,WES,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,9,18,1001,15000
2280,2019-09-18,Joint,WES,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,9,18,1001,15000
2281,2019-09-18,Joint,BPL,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2019,9,18,1001,15000
2282,2019-09-18,Joint,BPL,Sale (Full),"$1,001 - $15,000",--,"David A Perdue , Jr",2019,9,18,1001,15000
2283,2019-09-19,Joint,OKE,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2019,9,19,1001,15000
2284,2019-09-19,Joint,AAPL,Sale (Partial),"$15,001 - $50,000",--,"David A Perdue , Jr",2019,9,19,15001,50000
2285,2019-09-19,Joint,DCP,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,9,19,1001,15000
2286,2019-09-25,Joint,GPK,Sale (Partial),"$15,001 - $50,000",--,"David A Perdue , Jr",2019,9,25,15001,50000
2287,2019-09-25,Joint,SU,Sale (Full),"$15,001 - $50,000",--,"David A Perdue , Jr",2019,9,25,15001,50000
2290,2019-09-24,Self,NFLX,Purchase,"$50,001 - $100,000",--,John Hoeven,2019,9,24,50001,100000
2291,2019-09-24,Self,KTB,Purchase,"$15,001 - $50,000",--,John Hoeven,2019,9,24,15001,50000
2293,2019-09-01,Spouse,WFC,Purchase,"$1,001 - $15,000",Dividend Reinvestment,"A. Mitchell Mcconnell, Jr.",2019,9,1,1001,15000
2295,2019-08-01,Spouse,DD,Sale (Full),"$1,001 - $15,000",--,William Cassidy,2019,8,1,1001,15000
2296,2019-08-15,Spouse,CVET,Sale (Full),"$1,001 - $15,000",--,Susan M Collins,2019,8,15,1001,15000
2297,2019-08-20,Spouse,AKAM,Purchase,"$15,001 - $50,000",--,Susan M Collins,2019,8,20,15001,50000
2300,2019-08-26,Joint,T,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2019,8,26,1001,15000
2301,2019-08-26,Joint,T,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2019,8,26,1001,15000
2302,2019-08-22,Joint,T,Sale (Partial),"$15,001 - $50,000",--,"David A Perdue , Jr",2019,8,22,15001,50000
2303,2019-08-21,Joint,ENTG,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2019,8,21,1001,15000
2304,2019-08-19,Joint,ENTG,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2019,8,19,1001,15000
2305,2019-08-16,Joint,CZR,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2019,8,16,1001,15000
2306,2019-08-15,Joint,CZR,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2019,8,15,1001,15000
2307,2019-08-15,Joint,GPK,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,8,15,1001,15000
2308,2019-08-15,Joint,ENTG,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2019,8,15,1001,15000
2309,2019-08-15,Joint,M,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,8,15,1001,15000
2310,2019-08-15,Joint,BMY,Sale (Partial),"$15,001 - $50,000",--,"David A Perdue , Jr",2019,8,15,15001,50000
2311,2019-08-14,Joint,GPK,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,8,14,1001,15000
2312,2019-08-14,Joint,GPK,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,8,14,1001,15000
2313,2019-08-13,Joint,EXR,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2019,8,13,1001,15000
2314,2019-08-13,Joint,EXR,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2019,8,13,1001,15000
2315,2019-08-12,Joint,GPK,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,8,12,1001,15000
2316,2019-08-09,Joint,DIS,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2019,8,9,1001,15000
2317,2019-08-09,Joint,FEYE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,8,9,1001,15000
2318,2019-08-09,Joint,GPK,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,8,9,1001,15000
2319,2019-08-09,Joint,DIS,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2019,8,9,1001,15000
2320,2019-08-08,Joint,GPK,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,8,8,1001,15000
2321,2019-08-08,Joint,KR,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,8,8,1001,15000
2322,2019-08-08,Joint,KR,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,8,8,1001,15000
2323,2019-08-08,Joint,M,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,8,8,1001,15000
2324,2019-08-07,Joint,KR,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,8,7,1001,15000
2325,2019-08-07,Joint,CZR,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2019,8,7,1001,15000
2326,2019-08-07,Joint,STT,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,8,7,1001,15000
2327,2019-08-06,Joint,CZR,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2019,8,6,1001,15000
2328,2019-08-06,Joint,KR,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2019,8,6,15001,50000
2329,2019-08-05,Joint,KR,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2019,8,5,15001,50000
2330,2019-08-05,Joint,CZR,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2019,8,5,1001,15000
2334,2019-08-14,Spouse,NFLX,Purchase,"$1,001 - $15,000",sep,Pat Roberts,2019,8,14,1001,15000
2335,2019-08-14,Spouse,AMZN,Purchase,"$15,001 - $50,000",R,Pat Roberts,2019,8,14,15001,50000
2336,2019-07-23,Spouse,WAT,Sale (Partial),"$1,001 - $15,000",--,"Angus S King, Jr.",2019,7,23,1001,15000
2337,2019-07-23,Spouse,CMCSA,Purchase,"$1,001 - $15,000",--,"Angus S King, Jr.",2019,7,23,1001,15000
2338,2019-08-22,Self,DOW,Purchase,"$50,001 - $100,000",--,John Hoeven,2019,8,22,50001,100000
2340,2019-07-23,Self,CVS,Sale (Full),"$50,001 - $100,000",--,John Hoeven,2019,7,23,50001,100000
2341,2019-07-23,Self,UPS,Sale (Full),"$100,001 - $250,000",--,John Hoeven,2019,7,23,100001,250000
2343,2018-10-19,Self,ET,Exchange,"$1,001 - $15,000",--,Patrick J Toomey,2018,10,19,1001,15000
2344,2018-10-19,Self,ETP,Exchange,"$1,001 - $15,000",--,Patrick J Toomey,2018,10,19,1001,15000
2347,2018-12-07,Spouse,WMT,Sale (Partial),"$1,001 - $15,000",--,William Cassidy,2018,12,7,1001,15000
