,transaction_date,owner,ticker,type,amount,comment,senator,transaction_year,transaction_month,transaction_day,amount_lower,amount_upper
1753,2020-02-11,Joint,ORLY,Sale (Full),"$15,001 - $50,000",--,Kelly Loeffler,2020,2,11,15001,50000
1754,2020-02-11,Joint,FNKO,Sale (Partial),"$50,001 - $100,000",--,Kelly Loeffler,2020,2,11,50001,100000
1755,2020-02-10,Joint,FNKO,Sale (Partial),"$15,001 - $50,000",--,Kelly Loeffler,2020,2,10,15001,50000
1756,2020-02-10,Joint,AZO,Sale (Partial),"$15,001 - $50,000",--,Kelly Loeffler,2020,2,10,15001,50000
1757,2020-02-10,Joint,ARNA,Sale (Partial),"$50,001 - $100,000",--,Kelly Loeffler,2020,2,10,50001,100000
1758,2020-02-07,Joint,TCEHY,Sale (Full),"$15,001 - $50,000",--,Kelly Loeffler,2020,2,7,15001,50000
1759,2020-02-07,Joint,ROKU,Sale (Full),"$100,001 - $250,000",--,Kelly Loeffler,2020,2,7,100001,250000
1760,2020-02-07,Joint,FNKO,Sale (Partial),"$15,001 - $50,000",--,Kelly Loeffler,2020,2,7,15001,50000
1761,2020-02-07,Joint,ARNA,Sale (Partial),"$50,001 - $100,000",--,Kelly Loeffler,2020,2,7,50001,100000
1762,2020-02-06,Joint,TCEHY,Sale (Partial),"$15,001 - $50,000",--,Kelly Loeffler,2020,2,6,15001,50000
1763,2020-02-06,Joint,KL,Sale (Full),"$50,001 - $100,000",--,Kelly Loeffler,2020,2,6,50001,100000
1764,2020-02-06,Joint,CMCSA,Sale (Full),"$15,001 - $50,000",--,Kelly Loeffler,2020,2,6,15001,50000
1765,2020-02-06,Joint,AZO,Sale (Partial),"$15,001 - $50,000",--,Kelly Loeffler,2020,2,6,15001,50000
1766,2020-02-05,Joint,HON,Sale (Full),"$100,001 - $250,000",--,Kelly Loeffler,2020,2,5,100001,250000
1774,2020-03-04,Spouse,WFC,Purchase,"$1,001 - $15,000",Dividend Reinvestment,"A. Mitchell Mcconnell, Jr.",2020,3,4,1001,15000
1777,2020-02-18,Spouse,WMT,Purchase,"$1,001 - $15,000",555,Pat Roberts,2020,2,18,1001,15000
1778,2020-02-11,Spouse,NVDA,Purchase,"$15,001 - $50,000",R,Pat Roberts,2020,2,11,15001,50000
1779,2020-02-11,Spouse,MSFT,Purchase,"$15,001 - $50,000",R,Pat Roberts,2020,2,11,15001,50000
1780,2020-02-22,Spouse,HQL,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2020,2,22,1001,15000
1781,2020-02-22,Spouse,HQL,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2020,2,22,1001,15000
1782,2020-02-22,Spouse,BSTZ,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,2020,2,22,1001,15000
1783,2020-02-22,Spouse,BSTZ,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,2020,2,22,1001,15000
1788,2020-02-28,Joint,GM,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,28,1001,15000
1789,2020-02-28,Joint,PFE,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2020,2,28,15001,50000
1790,2020-02-28,Joint,DD,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,28,1001,15000
1791,2020-02-28,Joint,DD,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,28,1001,15000
1792,2020-02-28,Joint,DVN,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,28,1001,15000
1793,2020-02-28,Joint,PFE,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2020,2,28,15001,50000
1794,2020-02-28,Joint,PFE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,28,1001,15000
1795,2020-02-28,Joint,CZR,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,28,1001,15000
1796,2020-02-28,Joint,CZR,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,28,1001,15000
1797,2020-02-27,Joint,DD,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,27,1001,15000
1798,2020-02-27,Joint,PFE,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2020,2,27,15001,50000
1799,2020-02-27,Joint,DD,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,27,1001,15000
1800,2020-02-27,Joint,DAL,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,27,1001,15000
1801,2020-02-27,Joint,PFE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,27,1001,15000
1802,2020-02-27,Joint,DD,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,27,1001,15000
1803,2020-02-27,Joint,CZR,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,27,1001,15000
1804,2020-02-27,Joint,CZR,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,27,1001,15000
1805,2020-02-27,Joint,CZR,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,27,1001,15000
1806,2020-02-26,Joint,PFE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,26,1001,15000
1807,2020-02-26,Joint,PFE,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2020,2,26,15001,50000
1808,2020-02-26,Joint,CZR,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,26,1001,15000
1809,2020-02-26,Joint,GPK,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,26,1001,15000
1810,2020-02-26,Joint,CZR,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,26,1001,15000
1811,2020-02-26,Joint,DD,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,26,1001,15000
1812,2020-02-26,Joint,PFE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,26,1001,15000
1813,2020-02-26,Joint,DD,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,26,1001,15000
1814,2020-02-26,Joint,T,Sale (Full),"$15,001 - $50,000",--,"David A Perdue , Jr",2020,2,26,15001,50000
1815,2020-02-26,Joint,VIAC,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,26,1001,15000
1816,2020-02-26,Joint,T,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,26,1001,15000
1818,2020-02-26,Joint,DIS,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2020,2,26,15001,50000
1819,2020-02-25,Joint,CZR,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,25,1001,15000
1820,2020-02-25,Joint,FEYE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,25,1001,15000
1821,2020-02-25,Joint,GPK,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,25,1001,15000
1822,2020-02-25,Joint,DAL,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,25,1001,15000
1823,2020-02-25,Joint,T,Sale (Partial),"$15,001 - $50,000",--,"David A Perdue , Jr",2020,2,25,15001,50000
1824,2020-02-25,Joint,VIAC,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,25,1001,15000
1825,2020-02-25,Joint,DVN,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,25,1001,15000
1826,2020-02-25,Joint,T,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,25,1001,15000
1827,2020-02-25,Joint,T,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,25,1001,15000
1828,2020-02-25,Joint,CZR,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,25,1001,15000
1829,2020-02-25,Joint,T,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,25,1001,15000
1830,2020-02-25,Joint,VIAC,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,25,1001,15000
1831,2020-02-24,Joint,T,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,24,1001,15000
1832,2020-02-24,Joint,CZR,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,24,1001,15000
1833,2020-02-24,Joint,VIAC,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,24,1001,15000
1834,2020-02-24,Joint,TRP,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,24,1001,15000
1835,2020-02-24,Joint,T,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,24,1001,15000
1836,2020-02-24,Joint,CZR,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,24,1001,15000
1837,2020-02-24,Joint,DAL,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2020,2,24,15001,50000
1838,2020-02-24,Joint,T,Sale (Partial),"$15,001 - $50,000",--,"David A Perdue , Jr",2020,2,24,15001,50000
1839,2020-02-24,Joint,TRP,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,24,1001,15000
1840,2020-02-07,Joint,HBI,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,7,1001,15000
1841,2020-02-07,Joint,HBI,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,7,1001,15000
1842,2020-02-10,Joint,WMB,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,10,1001,15000
1843,2020-02-10,Joint,TRGP,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,10,1001,15000
1844,2020-02-10,Joint,TRGP,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,10,1001,15000
1845,2020-02-10,Joint,HBI,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,10,1001,15000
1846,2020-02-10,Joint,ET,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,10,1001,15000
1847,2020-02-10,Joint,ET,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,10,1001,15000
1848,2020-02-11,Joint,AAPL,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,11,1001,15000
1849,2020-02-13,Joint,ET,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,13,1001,15000
1850,2020-02-13,Joint,ET,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,13,1001,15000
1851,2020-02-19,Joint,WMB,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,19,1001,15000
1852,2020-02-19,Joint,WMB,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,19,1001,15000
1853,2020-02-19,Joint,TRGP,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,19,1001,15000
1854,2020-02-19,Joint,MPLX,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,19,1001,15000
1855,2020-02-19,Joint,ENB,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,19,1001,15000
1856,2020-02-19,Joint,DCP,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,19,1001,15000
1857,2020-02-19,Joint,DCP,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,19,1001,15000
1858,2020-02-19,Joint,LNG,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,19,1001,15000
1859,2020-02-19,Joint,ALB,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,19,1001,15000
1860,2020-02-20,Joint,WES,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,20,1001,15000
1861,2020-02-20,Joint,WES,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,20,1001,15000
1862,2020-02-20,Joint,SHLX,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,20,1001,15000
1863,2020-02-20,Joint,OKE,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,20,1001,15000
1864,2020-02-20,Joint,T,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,20,1001,15000
1865,2020-02-21,Joint,PSXP,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2020,2,21,15001,50000
1866,2020-02-21,Joint,PSXP,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,21,1001,15000
1867,2020-02-21,Joint,PSXP,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,21,1001,15000
1868,2020-02-21,Joint,VIAC,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,21,1001,15000
1869,2020-02-21,Joint,T,Sale (Partial),"$15,001 - $50,000",--,"David A Perdue , Jr",2020,2,21,15001,50000
1877,2020-01-29,Self,BMEZ,Purchase,"$100,001 - $250,000",--,John Hoeven,2020,1,29,100001,250000
1878,2020-01-27,Self,PYPL,Sale (Full),"$15,001 - $50,000",--,James M Inhofe,2020,1,27,15001,50000
1879,2020-01-27,Self,INTU,Sale (Full),"$50,001 - $100,000",--,James M Inhofe,2020,1,27,50001,100000
1880,2020-01-27,Self,DHR,Sale (Full),"$50,001 - $100,000",--,James M Inhofe,2020,1,27,50001,100000
1881,2020-01-27,Self,BAM,Sale (Partial),"$50,001 - $100,000",--,James M Inhofe,2020,1,27,50001,100000
1882,2020-01-27,Self,AAPL,Sale (Partial),"$15,001 - $50,000",--,James M Inhofe,2020,1,27,15001,50000
1897,2020-01-31,Spouse,TJX,Sale (Partial),"$15,001 - $50,000",--,Kelly Loeffler,2020,1,31,15001,50000
1898,2020-01-31,Spouse,ROST,Sale (Partial),"$15,001 - $50,000",--,Kelly Loeffler,2020,1,31,15001,50000
1899,2020-01-31,Spouse,AZO,Sale (Partial),"$15,001 - $50,000",--,Kelly Loeffler,2020,1,31,15001,50000
1900,2020-01-30,Spouse,AZO,Sale (Partial),"$15,001 - $50,000",--,Kelly Loeffler,2020,1,30,15001,50000
1901,2020-01-29,Spouse,ROST,Sale (Partial),"$15,001 - $50,000",--,Kelly Loeffler,2020,1,29,15001,50000
1902,2020-01-29,Spouse,KEYS,Sale (Full),"$100,001 - $250,000",--,Kelly Loeffler,2020,1,29,100001,250000
1903,2020-01-29,Spouse,CMCSA,Sale (Partial),"$15,001 - $50,000",--,Kelly Loeffler,2020,1,29,15001,50000
1904,2020-01-28,Spouse,REZI,Sale (Partial),"$15,001 - $50,000",--,Kelly Loeffler,2020,1,28,15001,50000
1905,2020-01-27,Spouse,REZI,Sale (Partial),"$100,001 - $250,000",--,Kelly Loeffler,2020,1,27,100001,250000
1906,2020-01-21,Spouse,DFS,Purchase,"$250,001 - $500,000",--,Kelly Loeffler,2020,1,21,250001,500000
1910,2020-01-24,Spouse,REZI,Sale (Partial),"$50,001 - $100,000",--,Kelly Loeffler,2020,1,24,50001,100000
1913,2020-01-13,Joint,ENTG,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2020,1,13,1001,15000
1914,2020-01-13,Joint,URBN,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,1,13,1001,15000
1915,2020-01-30,Joint,BAC,Sale (Partial),"$15,001 - $50,000",--,"David A Perdue , Jr",2020,1,30,15001,50000
1916,2020-01-30,Joint,BAC,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2020,1,30,1001,15000
1917,2020-01-29,Joint,GLW,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,1,29,1001,15000
1918,2020-01-29,Joint,AXTA,Sale (Partial),"$15,001 - $50,000",--,"David A Perdue , Jr",2020,1,29,15001,50000
1919,2020-01-28,Joint,AAPL,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2020,1,28,1001,15000
1920,2020-01-27,Joint,WPX,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,1,27,1001,15000
1921,2020-01-27,Joint,GPK,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2020,1,27,1001,15000
1922,2020-01-24,Joint,BAC,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2020,1,24,1001,15000
1923,2020-01-24,Joint,WPX,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,1,24,1001,15000
1924,2020-01-24,Joint,DD,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,1,24,1001,15000
1925,2020-01-24,Joint,DD,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2020,1,24,15001,50000
1926,2020-01-23,Joint,CDLX,Sale (Partial),"$1,000,001 - $5,000,000",--,"David A Perdue , Jr",2020,1,23,1000001,5000000
1927,2020-01-22,Joint,GPK,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2020,1,22,1001,15000
1928,2020-01-21,Joint,URBN,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,1,21,1001,15000
1929,2020-01-14,Joint,GPK,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2020,1,14,1001,15000
1930,2020-01-14,Joint,ENTG,Sale (Full),"$1,001 - $15,000",--,"David A Perdue , Jr",2020,1,14,1001,15000
1931,2020-01-13,Joint,URBN,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,1,13,1001,15000
1932,2020-01-10,Joint,AAPL,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2020,1,10,1001,15000
1933,2020-01-10,Joint,ENTG,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2020,1,10,1001,15000
1934,2020-01-10,Joint,URBN,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,1,10,1001,15000
1935,2020-01-07,Joint,FEYE,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2020,1,7,1001,15000
1936,2020-01-06,Joint,ALB,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,1,6,1001,15000
1940,2020-01-21,Spouse,MA,Purchase,"$15,001 - $50,000",R,Pat Roberts,2020,1,21,15001,50000
1941,2020-01-13,Spouse,KSS,Sale (Full),"$1,001 - $15,000",R,Pat Roberts,2020,1,13,1001,15000
1942,2020-01-13,Spouse,NFLX,Purchase,"$15,001 - $50,000",R,Pat Roberts,2020,1,13,15001,50000
1943,2020-01-10,Spouse,AMZN,Purchase,"$15,001 - $50,000",R,Pat Roberts,2020,1,10,15001,50000
1944,2020-01-10,Spouse,NFLX,Purchase,"$15,001 - $50,000",R,Pat Roberts,2020,1,10,15001,50000
1945,2020-01-06,Spouse,MA,Sale (Full),"$50,001 - $100,000",R,Pat Roberts,2020,1,6,50001,100000
1946,2020-01-06,Spouse,NVDA,Sale (Full),"$15,001 - $50,000",R,Pat Roberts,2020,1,6,15001,50000
1947,2020-01-06,Spouse,AMZN,Sale (Full),"$15,001 - $50,000",R,Pat Roberts,2020,1,6,15001,50000
1948,2020-01-13,Spouse,ETY,Sale (Partial),"$15,001 - $50,000",sep,Pat Roberts,2020,1,13,15001,50000
1949,2020-01-14,Spouse,BABA,Purchase,"$15,001 - $50,000",555,Pat Roberts,2020,1,14,15001,50000
1950,2020-01-06,Spouse,NFLX,Sale (Full),"$15,001 - $50,000",555,Pat Roberts,2020,1,6,15001,50000
1954,2019-12-09,Self,TFC,Exchange,"$100,001 - $250,000",--,Shelley M Capito,2019,12,9,100001,250000
1958,2020-01-13,Self,PG,Sale (Full),"$100,001 - $250,000",--,James M Inhofe,2020,1,13,100001,250000
1959,2020-01-13,Self,BFAM,Sale (Full),"$50,001 - $100,000",--,James M Inhofe,2020,1,13,50001,100000
1960,2019-12-09,Joint,VIAC,Exchange,"$100,001 - $250,000",--,"David A Perdue , Jr",2019,12,9,100001,250000
1971,2019-12-16,Spouse,CMCSA,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2019,12,16,1001,15000
1972,2019-12-11,Spouse,C,Sale (Partial),"$1,001 - $15,000",--,Shelley M Capito,2019,12,11,1001,15000
1974,2020-01-03,Joint,RF,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2020,1,3,15001,50000
1975,2020-01-02,Joint,ENTG,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2020,1,2,1001,15000
1976,2020-01-02,Joint,ENTG,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2020,1,2,1001,15000
1977,2019-12-31,Joint,ALB,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,12,31,1001,15000
1978,2019-12-31,Joint,BAH,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2019,12,31,15001,50000
1979,2019-12-31,Joint,DOW,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2019,12,31,1001,15000
1980,2019-12-31,Joint,KMI,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,12,31,1001,15000
1981,2019-12-30,Joint,URBN,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,12,30,1001,15000
1982,2019-12-23,Joint,URBN,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,12,23,1001,15000
1983,2019-12-19,Joint,ACA,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2019,12,19,1001,15000
1984,2019-12-19,Joint,URBN,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,12,19,1001,15000
1985,2019-12-19,Joint,URBN,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,12,19,1001,15000
1986,2019-12-18,Joint,FDX,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2019,12,18,15001,50000
1987,2019-12-17,Joint,PAA,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,12,17,1001,15000
1988,2019-12-16,Joint,URBN,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,12,16,1001,15000
1989,2019-12-16,Joint,ENTG,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2019,12,16,1001,15000
1990,2019-12-16,Joint,LNG,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,12,16,1001,15000
1991,2019-12-13,Joint,SUN,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2019,12,13,1001,15000
1992,2019-12-13,Joint,URBN,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,12,13,1001,15000
1993,2019-12-12,Joint,IP,Sale (Full),"$15,001 - $50,000",--,"David A Perdue , Jr",2019,12,12,15001,50000
1994,2019-12-11,Joint,URBN,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,12,11,1001,15000
1995,2019-12-10,Joint,PAA,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,12,10,1001,15000
1996,2019-12-10,Joint,URBN,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,12,10,1001,15000
1997,2019-12-09,Joint,TRGP,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,12,9,1001,15000
1998,2019-12-09,Joint,TRGP,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,12,9,1001,15000
1999,2019-12-06,Joint,URBN,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,12,6,1001,15000
2000,2019-12-05,Joint,ALB,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,12,5,1001,15000
2001,2019-12-03,Joint,URBN,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,12,3,1001,15000
2002,2019-12-03,Joint,URBN,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,12,3,1001,15000
2003,2019-12-31,Self,BIV,Purchase,"$100,001 - $250,000",--,John Hoeven,2019,12,31,100001,250000
2004,2019-12-31,Self,VFIJX,Purchase,"$50,001 - $100,000",--,John Hoeven,2019,12,31,50001,100000
2005,2019-12-31,Self,SLB,Purchase,"$50,001 - $100,000",--,John Hoeven,2019,12,31,50001,100000
2006,2019-12-31,Self,MPC,Purchase,"$50,001 - $100,000",--,John Hoeven,2019,12,31,50001,100000
2007,2019-12-23,Self,TGBAX,Sale (Full),"$100,001 - $250,000",--,John Hoeven,2019,12,23,100001,250000
2008,2019-12-23,Self,REZI,Sale (Full),"$1,001 - $15,000",--,John Hoeven,2019,12,23,1001,15000
2009,2019-12-23,Self,KHC,Sale (Full),"$100,001 - $250,000",--,John Hoeven,2019,12,23,100001,250000
2010,2019-12-23,Self,GTX,Sale (Full),"$1,001 - $15,000",--,John Hoeven,2019,12,23,1001,15000
2011,2019-12-10,Self,PPL,Purchase,"$15,001 - $50,000",--,Patrick J Toomey,2019,12,10,15001,50000
2014,2019-12-17,Spouse,UAA,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,2019,12,17,1001,15000
2015,2019-12-17,Spouse,UAA,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,2019,12,17,1001,15000
2016,2019-12-17,Spouse,BP,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,2019,12,17,1001,15000
2020,2019-12-19,Joint,IBM,Sale (Full),"$1,001 - $15,000",--,Sheldon Whitehouse,2019,12,19,1001,15000
2023,2019-12-06,Self,TFC,Exchange,"$15,001 - $50,000",--,Gary C Peters,2019,12,6,15001,50000
2037,2018-10-11,Self,MTUM,Purchase,"$1,001 - $15,000",--,John N Kennedy,2018,10,11,1001,15000
2041,2019-11-19,Self,PRU,Purchase,"$100,001 - $250,000",--,John Hoeven,2019,11,19,100001,250000
2042,2019-11-19,Self,BSTZ,Purchase,"$100,001 - $250,000",--,John Hoeven,2019,11,19,100001,250000
2043,2019-12-04,Spouse,WFC,Purchase,"$1,001 - $15,000",Dividend Reinvestment,"A. Mitchell Mcconnell, Jr.",2019,12,4,1001,15000
2044,2019-11-05,Self,GE,Sale (Partial),"$1,001 - $15,000",--,Patrick J Toomey,2019,11,5,1001,15000
2045,2019-11-06,Self,ET,Sale (Full),"$1,001 - $15,000",--,Patrick J Toomey,2019,11,6,1001,15000
2046,2019-11-19,Child,NDAQ,Purchase,"$1,001 - $15,000",Child #1,Patrick J Toomey,2019,11,19,1001,15000
2047,2019-11-19,Child,NDAQ,Sale (Full),"$1,001 - $15,000",Child #1,Patrick J Toomey,2019,11,19,1001,15000
2051,2019-11-29,Joint,URBN,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,11,29,1001,15000
2052,2019-11-26,Joint,URBN,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,11,26,1001,15000
2053,2019-11-26,Joint,URBN,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2019,11,26,15001,50000
2054,2019-11-21,Joint,AM,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2019,11,21,1001,15000
2055,2019-11-20,Joint,FEYE,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2019,11,20,1001,15000
2056,2019-11-20,Joint,ALB,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,11,20,1001,15000
2057,2019-11-19,Joint,ENTG,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2019,11,19,1001,15000
2058,2019-11-19,Joint,FEYE,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2019,11,19,1001,15000
2059,2019-11-14,Joint,SPY,Sale (Partial),"$15,001 - $50,000",--,"David A Perdue , Jr",2019,11,14,15001,50000
2060,2019-11-14,Joint,CTSH,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2019,11,14,15001,50000
