,transaction_date,owner,ticker,type,amount,comment,senator,transaction_year,transaction_month,transaction_day,amount_lower,amount_upper,sell_date,weight,gain
1175,2019-05-29,Joint,CTSH,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,5,29,1001,15000,2019-10-11,32500.5,-0.0205236010963494
1176,2019-01-09,Joint,DVN,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,1,9,1001,15000,2019-10-11,175000.5,-0.17692604368264053
1177,2019-03-18,Joint,TRGP,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,3,18,1001,15000,2019-10-17,8000.5,-0.04343559405555023
1178,2019-07-12,Joint,ENTG,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,7,12,1001,15000,2020-01-14,8000.5,0.4633014689029847
1179,2018-12-21,Joint,RF,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2018,12,21,1001,15000,2019-10-23,32500.5,0.26594098921243037
1180,2019-07-15,Joint,DOW,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2019,7,15,15001,50000,2019-12-31,8000.5,0.0746121974139154
1181,2018-07-19,Joint,NFLX,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2018,7,19,15001,50000,2019-10-23,32500.5,-0.2552234005125559
1182,2018-05-22,Joint,PEP,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2018,5,22,1001,15000,2020-04-14,75000.5,0.38496941332758183
1183,2019-01-03,Joint,AAPL,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,1,3,1001,15000,2020-04-14,75000.5,1.0187775713081972
1184,2019-01-03,Joint,AAPL,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,1,3,1001,15000,2020-04-14,75000.5,1.0187775713081972
1185,2018-05-24,Joint,DIS,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2018,5,24,1001,15000,2019-10-29,8000.5,0.2680442165663137
1186,2018-12-24,Joint,ACA,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2018,12,24,1001,15000,2020-04-14,8000.5,0.6599189770681103
1187,2019-08-09,Joint,FEYE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,8,9,1001,15000,2020-01-07,8000.5,0.37160122064552226
1188,2019-10-11,Joint,SPY,Purchase,"$500,001 - $1,000,000",--,"David A Perdue , Jr",2019,10,11,500001,1000000,2019-11-14,32500.5,0.0447886764828728
1189,2019-10-11,Joint,SPY,Purchase,"$500,001 - $1,000,000",--,"David A Perdue , Jr",2019,10,11,500001,1000000,2019-11-14,32500.5,0.0447886764828728
1190,2019-08-15,Joint,GPK,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,8,15,1001,15000,2020-01-27,8000.5,0.2828124868450688
1191,2019-10-11,Joint,SPY,Purchase,"$500,001 - $1,000,000",--,"David A Perdue , Jr",2019,10,11,500001,1000000,2019-11-14,32500.5,0.0447886764828728
1192,2019-08-09,Joint,FEYE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,8,9,1001,15000,2020-01-07,8000.5,0.37160122064552226
1193,2019-07-12,Joint,ENTG,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,7,12,1001,15000,2020-01-14,8000.5,0.4633014689029847
1194,2019-08-09,Joint,FEYE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,8,9,1001,15000,2020-01-07,8000.5,0.37160122064552226
1195,2016-04-11,Joint,AM,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,4,11,1001,15000,2019-11-21,8000.5,
1196,2019-10-02,Joint,IP,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,10,2,1001,15000,2019-12-12,32500.5,0.1799290215265027
1197,2018-02-09,Joint,SUN,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2018,2,9,1001,15000,2020-04-15,8000.5,-0.36049631488983047
1198,2019-07-12,Joint,ENTG,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,7,12,1001,15000,2020-01-14,8000.5,0.4633014689029847
1199,2018-12-24,Joint,ACA,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2018,12,24,1001,15000,2020-04-14,8000.5,0.6599189770681103
1200,2019-07-15,Joint,DOW,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2019,7,15,15001,50000,2019-12-31,8000.5,0.0746121974139154
1201,2019-07-12,Joint,ENTG,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,7,12,1001,15000,2020-01-14,8000.5,0.4633014689029847
1202,2019-07-12,Joint,ENTG,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,7,12,1001,15000,2020-01-14,8000.5,0.4633014689029847
1203,2019-08-09,Joint,FEYE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,8,9,1001,15000,2020-01-07,8000.5,0.37160122064552226
1204,2019-07-12,Joint,ENTG,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,7,12,1001,15000,2020-01-14,8000.5,0.4633014689029847
1205,2019-01-03,Joint,AAPL,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,1,3,1001,15000,2020-04-14,75000.5,1.0187775713081972
1206,2019-07-12,Joint,ENTG,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,7,12,1001,15000,2020-01-14,8000.5,0.4633014689029847
1207,2019-07-12,Joint,ENTG,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,7,12,1001,15000,2020-01-14,8000.5,0.4633014689029847
1208,2019-08-15,Joint,GPK,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,8,15,1001,15000,2020-01-27,8000.5,0.2828124868450688
1209,2019-08-15,Joint,GPK,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,8,15,1001,15000,2020-01-27,8000.5,0.2828124868450688
1210,2017-07-18,Joint,CDLX,Purchase,"$1,000,001 - $5,000,000",This purchase is a reflection of Perdue exercising his stock option listed on previous disclosures,"David A Perdue , Jr",2017,7,18,1000001,5000000,2020-01-23,3000000.5,
1211,2018-10-23,Joint,BAC,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2018,10,23,15001,50000,2020-03-06,8000.5,-0.04848265548102951
1212,2019-08-15,Joint,GPK,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,8,15,1001,15000,2020-01-27,8000.5,0.2828124868450688
1213,2019-01-03,Joint,AAPL,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,1,3,1001,15000,2020-04-14,75000.5,1.0187775713081972
1214,2018-12-27,Joint,AXTA,Purchase,"$100,001 - $250,000",--,"David A Perdue , Jr",2018,12,27,100001,250000,2020-01-29,32500.5,0.22483658718411356
1215,2018-10-23,Joint,BAC,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2018,10,23,15001,50000,2020-03-06,8000.5,-0.04848265548102951
1216,2018-10-23,Joint,BAC,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2018,10,23,15001,50000,2020-03-06,8000.5,-0.04848265548102951
1217,2019-09-18,Joint,ET,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,9,18,1001,15000,2020-04-15,32500.5,-0.5637037135936596
1218,2019-09-18,Joint,ET,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,9,18,1001,15000,2020-04-15,32500.5,-0.5637037135936596
1219,2019-12-09,Joint,TRGP,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,12,9,1001,15000,2020-04-15,8000.5,-0.7804341878227398
1220,2019-12-09,Joint,TRGP,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,12,9,1001,15000,2020-04-15,8000.5,-0.7804341878227398
1221,2016-12-15,Joint,WMB,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2016,12,15,15001,50000,2020-02-19,8000.5,-0.2599588387364942
1222,2019-01-03,Joint,AAPL,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,1,3,1001,15000,2020-04-14,75000.5,1.0187775713081972
1223,2019-09-18,Joint,ET,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,9,18,1001,15000,2020-04-15,32500.5,-0.5637037135936596
1224,2019-09-18,Joint,ET,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,9,18,1001,15000,2020-04-15,32500.5,-0.5637037135936596
1225,2019-12-09,Joint,TRGP,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,12,9,1001,15000,2020-04-15,8000.5,-0.7804341878227398
1226,2016-12-15,Joint,WMB,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2016,12,15,15001,50000,2020-02-19,8000.5,-0.2599588387364942
1227,2016-12-15,Joint,WMB,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2016,12,15,15001,50000,2020-02-19,8000.5,-0.2599588387364942
1228,2019-09-19,Joint,DCP,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,9,19,1001,15000,2020-02-19,8000.5,-0.29437382677286156
1229,2019-09-19,Joint,DCP,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,9,19,1001,15000,2020-02-19,8000.5,-0.29437382677286156
1230,2019-12-16,Joint,LNG,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,12,16,1001,15000,2020-02-19,8000.5,-0.09588374109010861
1231,2020-01-06,Joint,ALB,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,1,6,1001,15000,2020-04-14,75000.5,-0.10924601751249714
1232,2019-03-19,Joint,MPLX,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,3,19,1001,15000,2020-04-15,32500.5,-0.6162481430819194
1233,2018-09-20,Joint,SHLX,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2018,9,20,1001,15000,2020-04-15,8000.5,-0.5081892336328571
1234,2019-06-25,Joint,OKE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,6,25,1001,15000,2020-04-15,8000.5,-0.5891786668776795
1235,2019-07-25,Joint,T,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,7,25,1001,15000,2020-02-26,32500.5,0.0973083989114856
1236,2019-09-18,Joint,WES,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,9,18,1001,15000,2020-02-20,8000.5,-0.40961609401302246
1237,2019-09-18,Joint,WES,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,9,18,1001,15000,2020-02-20,8000.5,-0.40961609401302246
1238,2019-07-25,Joint,T,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,7,25,1001,15000,2020-02-26,32500.5,0.0973083989114856
1239,2019-07-25,Joint,T,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,7,25,1001,15000,2020-02-26,32500.5,0.0973083989114856
1240,2019-01-04,Joint,CZR,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,1,4,1001,15000,2020-03-02,8000.5,0.15158426936848438
1241,2019-07-25,Joint,T,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,7,25,1001,15000,2020-02-26,32500.5,0.0973083989114856
1242,2019-01-04,Joint,CZR,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,1,4,1001,15000,2020-03-02,8000.5,0.15158426936848438
1243,2019-07-25,Joint,T,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,7,25,1001,15000,2020-02-26,32500.5,0.0973083989114856
1244,2019-07-25,Joint,T,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,7,25,1001,15000,2020-02-26,32500.5,0.0973083989114856
1245,2019-01-04,Joint,CZR,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,1,4,1001,15000,2020-03-02,8000.5,0.15158426936848438
1246,2019-07-25,Joint,T,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,7,25,1001,15000,2020-02-26,32500.5,0.0973083989114856
1247,2019-07-25,Joint,T,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,7,25,1001,15000,2020-02-26,32500.5,0.0973083989114856
1248,2019-01-04,Joint,CZR,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,1,4,1001,15000,2020-03-02,8000.5,0.15158426936848438
1249,2019-07-25,Joint,T,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,7,25,1001,15000,2020-02-26,32500.5,0.0973083989114856
1250,2019-01-04,Joint,CZR,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,1,4,1001,15000,2020-03-02,8000.5,0.15158426936848438
1251,2019-01-04,Joint,CZR,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,1,4,1001,15000,2020-03-02,8000.5,0.15158426936848438
1252,2019-07-25,Joint,T,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,7,25,1001,15000,2020-02-26,32500.5,0.0973083989114856
1253,2019-01-04,Joint,CZR,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,1,4,1001,15000,2020-03-02,8000.5,0.15158426936848438
1254,2019-01-04,Joint,CZR,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,1,4,1001,15000,2020-03-02,8000.5,0.15158426936848438
1255,2019-01-04,Joint,CZR,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,1,4,1001,15000,2020-03-02,8000.5,0.15158426936848438
1256,2019-01-04,Joint,CZR,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,1,4,1001,15000,2020-03-02,8000.5,0.15158426936848438
1257,2019-01-04,Joint,CZR,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,1,4,1001,15000,2020-03-02,8000.5,0.15158426936848438
1258,2018-10-23,Joint,BAC,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2018,10,23,15001,50000,2020-03-06,8000.5,-0.04848265548102951
1259,2019-08-08,Joint,KR,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,8,8,1001,15000,2020-03-20,8000.5,0.36059956911075486
1260,2019-01-04,Joint,CZR,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,1,4,1001,15000,2020-03-02,8000.5,0.15158426936848438
1261,2019-01-04,Joint,CZR,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,1,4,1001,15000,2020-03-02,8000.5,0.15158426936848438
1262,2019-08-08,Joint,KR,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,8,8,1001,15000,2020-03-20,8000.5,0.36059956911075486
1263,2019-08-08,Joint,KR,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,8,8,1001,15000,2020-03-20,8000.5,0.36059956911075486
1264,2018-10-23,Joint,BAC,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2018,10,23,15001,50000,2020-03-06,8000.5,-0.04848265548102951
1265,2019-08-08,Joint,KR,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,8,8,1001,15000,2020-03-20,8000.5,0.36059956911075486
1266,2019-08-08,Joint,KR,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,8,8,1001,15000,2020-03-20,8000.5,0.36059956911075486
1267,2019-08-08,Joint,KR,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,8,8,1001,15000,2020-03-20,8000.5,0.36059956911075486
1268,2018-10-23,Joint,BAC,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2018,10,23,15001,50000,2020-03-06,8000.5,-0.04848265548102951
1269,2019-08-08,Joint,KR,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,8,8,1001,15000,2020-03-20,8000.5,0.36059956911075486
1270,2019-08-08,Joint,KR,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,8,8,1001,15000,2020-03-20,8000.5,0.36059956911075486
1271,2019-08-08,Joint,KR,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,8,8,1001,15000,2020-03-20,8000.5,0.36059956911075486
1272,2019-08-08,Joint,KR,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,8,8,1001,15000,2020-03-20,8000.5,0.36059956911075486
1273,2019-08-08,Joint,KR,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,8,8,1001,15000,2020-03-20,8000.5,0.36059956911075486
1274,2019-08-08,Joint,KR,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,8,8,1001,15000,2020-03-20,8000.5,0.36059956911075486
1275,2019-08-08,Joint,KR,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,8,8,1001,15000,2020-03-20,8000.5,0.36059956911075486
1276,2018-10-24,Joint,PG,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2018,10,24,1001,15000,2020-04-14,75000.5,0.3521126796598344
1277,2018-05-22,Joint,PEP,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2018,5,22,1001,15000,2020-04-14,75000.5,0.38496941332758183
1278,2019-08-08,Joint,KR,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,8,8,1001,15000,2020-03-20,8000.5,0.36059956911075486
1279,2019-08-08,Joint,KR,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,8,8,1001,15000,2020-03-20,8000.5,0.36059956911075486
1280,2019-08-08,Joint,KR,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,8,8,1001,15000,2020-03-20,8000.5,0.36059956911075486
1281,2019-08-08,Joint,KR,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,8,8,1001,15000,2020-03-20,8000.5,0.36059956911075486
1282,2019-08-08,Joint,KR,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,8,8,1001,15000,2020-03-20,8000.5,0.36059956911075486
1283,2019-08-08,Joint,KR,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,8,8,1001,15000,2020-03-20,8000.5,0.36059956911075486
1284,2018-04-20,Joint,CLX,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2018,4,20,1001,15000,2020-03-19,8000.5,0.6693941797042561
1285,2019-08-08,Joint,KR,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,8,8,1001,15000,2020-03-20,8000.5,0.36059956911075486
1286,2020-02-26,Joint,VIAC,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,26,1001,15000,2020-04-14,75000.5,-0.3342880481900518
1287,2020-02-26,Joint,GPK,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,26,1001,15000,2020-04-14,175000.5,-0.04322338574373534
1288,2017-02-08,Joint,ORCL,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2017,2,8,15001,50000,2020-04-14,32500.5,0.3493253218972485
1289,2020-02-26,Joint,GPK,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,26,1001,15000,2020-04-14,175000.5,-0.04322338574373534
1290,2018-04-24,Joint,MRK,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2018,4,24,1001,15000,2020-04-14,32500.5,0.3785986959938212
1291,2018-04-24,Joint,MRK,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2018,4,24,1001,15000,2020-04-14,32500.5,0.3785986959938212
1292,2020-02-28,Joint,PFE,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2020,2,28,15001,50000,2020-04-14,175000.5,0.09036502566859775
1293,2017-02-08,Joint,ORCL,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2017,2,8,15001,50000,2020-04-14,32500.5,0.3493253218972485
1294,2018-04-24,Joint,MRK,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2018,4,24,1001,15000,2020-04-14,32500.5,0.3785986959938212
1295,2019-05-28,Joint,CEQP,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,5,28,1001,15000,2020-04-07,8000.5,-0.8702268233331976
1296,2017-02-08,Joint,ORCL,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2017,2,8,15001,50000,2020-04-14,32500.5,0.3493253218972485
1297,2018-09-10,Joint,EQM,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2018,9,10,1001,15000,2020-04-14,8000.5,
1298,2020-02-26,Joint,GPK,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,26,1001,15000,2020-04-14,175000.5,-0.04322338574373534
1299,2020-03-16,Joint,FOX,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,3,16,1001,15000,2020-04-14,32500.5,0.12160412375509315
1300,2019-09-30,Joint,COP,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,9,30,1001,15000,2020-04-14,8000.5,-0.4018953649553306
1301,2019-11-14,Joint,XOM,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2019,11,14,15001,50000,2020-04-14,8000.5,-0.38058393715071853
1302,2015-08-28,Joint,BAX,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2015,8,28,1001,15000,2020-04-14,32500.5,1.2774193548387096
1303,2020-03-17,Joint,CTSH,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,3,17,1001,15000,2020-04-14,32500.5,0.07924154374483283
1304,2016-11-18,Joint,EXR,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2016,11,18,15001,50000,2020-04-14,32500.5,0.3541991491296483
1305,2017-12-04,Joint,AMZN,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2017,12,4,15001,50000,2020-04-14,75000.5,1.0135986301685442
1306,2019-07-25,Joint,PYPL,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,7,25,1001,15000,2020-04-14,32500.5,-0.04634293743214018
1307,2019-09-30,Joint,BK,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,9,30,1001,15000,2020-04-14,8000.5,-0.19619551230938115
1308,2019-09-30,Joint,ANTM,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,9,30,1001,15000,2020-04-14,32500.5,0.0496042819681791
1309,2016-03-22,Joint,MA,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,3,22,1001,15000,2020-04-14,75000.5,1.9503050884717905
1310,2018-12-24,Joint,ACA,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2018,12,24,1001,15000,2020-04-14,8000.5,0.6599189770681103
1311,2019-01-03,Joint,AAPL,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,1,3,1001,15000,2020-04-14,75000.5,1.0187775713081972
1312,2018-10-24,Joint,JNJ,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2018,10,24,1001,15000,2020-04-14,75000.5,0.06226811291614803
1313,2019-07-15,Joint,BMY,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2019,7,15,15001,50000,2020-04-14,32500.5,0.3586784969764272
1314,2020-03-02,Joint,DD,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,3,2,1001,15000,2020-04-14,75000.5,-0.1450500633392493
1315,2018-09-10,Joint,EQM,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2018,9,10,1001,15000,2020-04-14,8000.5,
1316,2019-07-25,Joint,KO,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,7,25,1001,15000,2020-04-14,75000.5,-0.07819863481709508
1317,2020-03-18,Joint,UHAL,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,3,18,1001,15000,2020-04-14,32500.5,-0.057341717656501444
1318,2019-08-07,Joint,STT,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2019,8,7,1001,15000,2020-04-14,32500.5,0.15447620210193452
1319,2020-03-17,Joint,WFC,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,3,17,1001,15000,2020-04-14,32500.5,0.018562307120731952
1320,2020-03-23,Joint,RL,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,3,23,1001,15000,2020-04-14,8000.5,0.16972474335079032
1321,2017-05-24,Joint,VZ,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2017,5,24,1001,15000,2020-04-14,32500.5,0.29085253569799385
1322,2020-03-27,Joint,BOIVF,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,3,27,1001,15000,2020-04-14,75000.5,-0.048780443229294215
1323,2017-12-26,Joint,MDLZ,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2017,12,26,15001,50000,2020-04-14,32500.5,0.2554122667034021
1324,2020-02-26,Joint,DIS,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2020,2,26,15001,50000,2020-04-14,32500.5,-0.14048315292891192
1325,2018-04-24,Joint,MRK,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2018,4,24,1001,15000,2020-04-14,32500.5,0.3785986959938212
1326,2017-10-30,Joint,COST,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2017,10,30,1001,15000,2020-04-14,32500.5,0.9605568434428011
1327,2020-03-09,Joint,BRK-B,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,3,9,1001,15000,2020-04-14,175000.5,-0.000983805916235231
1328,2020-02-28,Joint,PFE,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2020,2,28,15001,50000,2020-04-14,175000.5,0.09036502566859775
1329,2020-03-02,Joint,WPX,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,3,2,1001,15000,2020-04-14,32500.5,
1330,2020-03-16,Joint,RF,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,3,16,1001,15000,2020-04-14,75000.5,0.2178097923641103
1331,2020-02-26,Joint,VIAC,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,26,1001,15000,2020-04-14,75000.5,-0.3342880481900518
1332,2020-04-03,Joint,SBUX,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,4,3,1001,15000,2020-04-14,32500.5,0.1684377329166147
1333,2020-04-06,Joint,LYV,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,4,6,1001,15000,2020-04-14,32500.5,0.21587948783790223
1334,2020-02-25,Joint,FEYE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,25,1001,15000,2020-04-14,175000.5,-0.24461434147199462
1335,2020-03-05,Joint,URBN,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,3,5,1001,15000,2020-04-14,175000.5,-0.06487576325365649
1336,2020-02-10,Joint,HBI,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,10,1001,15000,2020-04-14,175000.5,-0.3182145404639059
1337,2020-01-06,Joint,ALB,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,1,6,1001,15000,2020-04-14,75000.5,-0.10924601751249714
1338,2020-02-27,Joint,DAL,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,27,1001,15000,2020-04-14,8000.5,-0.4907656855186916
1339,2020-02-28,Joint,DVN,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,2,28,1001,15000,2020-04-14,32500.5,-0.4390394221015435
1340,2019-12-18,Joint,FDX,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2019,12,18,15001,50000,2020-04-14,175000.5,-0.14830449876602883
1341,2020-03-17,Joint,AXTA,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2020,3,17,1001,15000,2020-04-14,175000.5,0.2644628120885966
