,last_name,first_name,middle_name,gender,type,party,state,district,senate_class,name
2931,Cutting,Francis,Brockholst,M,rep,Democrat,NY,8.0,,Francis Brockholst Cutting
2932,Davis,Thomas,,M,rep,Democrat,RI,1.0,,Thomas Davis
2933,Dean,Gilbert,,M,rep,Democrat,NY,12.0,,Gilbert Dean
2934,Dent,William,Barton Wade,M,rep,Democrat,GA,4.0,,William Barton Wade Dent
2935,Dickinson,Edward,,M,rep,Whig,MA,10.0,,Edward Dickinson
2936,Disney,David,Tiernan,M,rep,Democrat,OH,1.0,,David Tiernan Disney
2937,Drum,Augustus,,M,rep,Democrat,PA,19.0,,Augustus Drum
2938,Dunbar,William,,M,rep,Democrat,LA,1.0,,William Dunbar
2939,Dunham,Cyrus,Livingston,M,rep,Democrat,IN,3.0,,Cyrus Livingston Dunham
2940,Eastman,Ben,C.,M,rep,Democrat,WI,2.0,,Ben C. Eastman
2941,Eddy,Norman,,M,rep,Democrat,IN,9.0,,Norman Eddy
2942,Edgerton,Alfred,Peck,M,rep,Democrat,OH,5.0,,Alfred Peck Edgerton
2943,Edmands,John,Wiley,M,rep,Whig,MA,3.0,,John Wiley Edmands
2944,Ellison,Andrew,,M,rep,Democrat,OH,6.0,,Andrew Ellison
2947,Everhart,William,,M,rep,Whig,PA,6.0,,William Everhart
2948,Ewing,Presley,Underwood,M,rep,Whig,KY,3.0,,Presley Underwood Ewing
2949,Farley,Ephraim,Wilder,M,rep,Whig,ME,3.0,,Ephraim Wilder Farley
2950,Franklin,John,Rankin,M,rep,Whig,MD,1.0,,John Rankin Franklin
2951,Gamble,James,,M,rep,Democrat,PA,15.0,,James Gamble
2952,Giddings,Napoleon,Bonaparte,M,rep,Democrat,NE,-1.0,,Napoleon Bonaparte Giddings
2953,Goodrich,John,Zacheus,M,rep,Whig,MA,11.0,,John Zacheus Goodrich
2954,Green,Frederick,William,M,rep,Democrat,OH,9.0,,Frederick William Green
2955,Grey,Benjamin,Edwards,M,rep,Whig,KY,2.0,,Benjamin Edwards Grey
2956,Harlan,Andrew,Jackson,M,rep,Democrat,IN,11.0,,Andrew Jackson Harlan
2957,Harris,Wiley,Pope,M,rep,Democrat,MS,4.0,,Wiley Pope Harris
2958,Hastings,George,,M,rep,Democrat,NY,28.0,,George Hastings
2959,Henn,Bernhart,,M,rep,Democrat,IA,1.0,,Bernhart Henn
2960,Hibbard,Harry,,M,rep,Democrat,NH,3.0,,Harry Hibbard
2961,Hiester,Isaac,Ellmaker,M,rep,Whig,PA,9.0,,Isaac Ellmaker Hiester
2962,Hill,Clement,Sidney,M,rep,Whig,KY,5.0,,Clement Sidney Hill
2963,Hillyer,Junius,,M,rep,Democrat,GA,6.0,,Junius Hillyer
2965,Howe,Thomas,Marshall,M,rep,Whig,PA,22.0,,Thomas Marshall Howe
2966,Hughes,Charles,,M,rep,Democrat,NY,15.0,,Charles Hughes
2967,Hunt,Theodore,Gaillard,M,rep,Whig,LA,2.0,,Theodore Gaillard Hunt
2968,Ingersoll,Colin,Macrae,M,rep,Democrat,CT,2.0,,Colin Macrae Ingersoll
2969,Johnson,Harvey,Hull,M,rep,Democrat,OH,14.0,,Harvey Hull Johnson
2970,Jones,Daniel,Terryll,M,rep,Democrat,NY,24.0,,Daniel Terryll Jones
2972,Jones,Roland,,M,rep,Democrat,LA,4.0,,Roland Jones
2973,Kerr,John,,M,rep,Whig,NC,5.0,,John Kerr
2974,Kittredge,George,Washington,M,rep,Democrat,NH,1.0,,George Washington Kittredge
2975,Kurtz,William,Henry,M,rep,Democrat,PA,16.0,,William Henry Kurtz
2976,Lamb,Alfred,William,M,rep,Democrat,MO,2.0,,Alfred William Lamb
2977,Lancaster,Columbia,,M,rep,Democrat,WA,-1.0,,Columbia Lancaster
2978,Lewis,Charles,Swearinger,M,rep,Democrat,VA,11.0,,Charles Swearinger Lewis
2979,Lilly,Samuel,,M,rep,Democrat,NJ,3.0,,Samuel Lilly
2980,Lindsley,William,Dell,M,rep,Democrat,OH,13.0,,William Dell Lindsley
2981,Lyon,Caleb,,M,rep,Independent,NY,23.0,,Caleb Lyon
2982,Macdonald,Moses,,M,rep,Democrat,ME,1.0,,Moses Macdonald
2983,Macy,John,B.,M,rep,Democrat,WI,3.0,,John B. Macy
2984,Maurice,James,,M,rep,Democrat,NY,1.0,,James Maurice
2985,Mayall,Samuel,,M,rep,Democrat,ME,2.0,,Samuel Mayall
2986,McCulloch,John,,M,rep,Whig,PA,18.0,,John McCulloch
2987,McNair,John,,M,rep,Democrat,PA,5.0,,John McNair
2988,Middleswarth,Ner,,M,rep,Whig,PA,10.0,,Ner Middleswarth
2989,Morrison,George,Washington,M,rep,Democrat,NH,2.0,,George Washington Morrison
2990,Muhlenberg,Henry,Augustus,M,rep,Democrat,PA,8.0,,Henry Augustus Muhlenberg
2991,Murray,William,,M,rep,Democrat,NY,10.0,,William Murray
2992,Noble,David,Addison,M,rep,Democrat,MI,2.0,,David Addison Noble
2993,Olds,Edson,Baldwin,M,rep,Democrat,OH,12.0,,Edson Baldwin Olds
2994,Parker,Samuel,Wilson,M,rep,Whig,IN,5.0,,Samuel Wilson Parker
2995,Peck,Jared,Valentine,M,rep,Democrat,NY,9.0,,Jared Valentine Peck
2996,Peckham,Rufus,Wheeler,M,rep,Democrat,NY,14.0,,Rufus Wheeler Peckham
2997,Perkins,Bishop,,M,rep,Democrat,NY,17.0,,Bishop Perkins
2998,Perkins,John,,M,rep,Democrat,LA,3.0,,John Perkins
3001,Phillips,Philip,,M,rep,Democrat,AL,1.0,,Philip Phillips
3002,Pratt,James,Timothy,M,rep,Democrat,CT,1.0,,James Timothy Pratt
3003,Preston,William,,M,rep,Whig,KY,7.0,,William Preston
3004,Reese,David,Addison,M,rep,Whig,GA,7.0,,David Addison Reese
3005,Ritchey,Thomas,,M,rep,Democrat,OH,11.0,,Thomas Ritchey
3006,Rowe,Peter,,M,rep,Democrat,NY,18.0,,Peter Rowe
3007,Russell,Samuel,Lyon,M,rep,Whig,PA,17.0,,Samuel Lyon Russell
3008,Scudder,Zeno,,M,rep,Whig,MA,1.0,,Zeno Scudder
3009,Seymour,Origen,Storrs,M,rep,Democrat,CT,4.0,,Origen Storrs Seymour
3010,Shannon,Wilson,,M,rep,Democrat,OH,17.0,,Wilson Shannon
3011,Shower,Jacob,,M,rep,Democrat,MD,2.0,,Jacob Shower
3012,Skelton,Charles,,M,rep,Democrat,NJ,2.0,,Charles Skelton
3013,Smith,Gerrit,,M,rep,Free Soil,NY,22.0,,Gerrit Smith
3014,Smyth,George,Washington,M,rep,Democrat,TX,1.0,,George Washington Smyth
3015,Snodgrass,John,Fryall,M,rep,Democrat,VA,11.0,,John Fryall Snodgrass
3016,Sollers,Augustus,Rhodes,M,rep,Whig,MD,6.0,,Augustus Rhodes Sollers
3017,Stanton,Frederick,Perry,M,rep,Democrat,TN,10.0,,Frederick Perry Stanton
3018,Stanton,Richard,Henry,M,rep,Democrat,KY,10.0,,Richard Henry Stanton
3019,Stevens,Hestor,Lockhart,M,rep,Democrat,MI,4.0,,Hestor Lockhart Stevens
3020,Stratton,Nathan,Taylor,M,rep,Democrat,NJ,1.0,,Nathan Taylor Stratton
3021,Straub,Christian,Markle,M,rep,Democrat,PA,11.0,,Christian Markle Straub
3022,Stuart,Andrew,,M,rep,Democrat,OH,21.0,,Andrew Stuart
3024,Stuart,David,,M,rep,Democrat,MI,1.0,,David Stuart
3025,Taylor,John,James,M,rep,Democrat,NY,27.0,,John James Taylor
3026,Taylor,John,Lampkin,M,rep,Whig,OH,10.0,,John Lampkin Taylor
3027,Teller,Isaac,,M,rep,Whig,NY,12.0,,Isaac Teller
3029,Tracy,Andrew,,M,rep,Whig,VT,2.0,,Andrew Tracy
3030,Trout,Michael,Carver,M,rep,Democrat,PA,23.0,,Michael Carver Trout
3031,Tweed,William,Marcy,M,rep,Democrat,NY,5.0,,William Marcy Tweed
3032,Upham,Charles,Wentworth,M,rep,Whig,MA,6.0,,Charles Wentworth Upham
3033,Van Sant,Joshua,,M,rep,Democrat,MD,3.0,,Joshua Van Sant
3034,Walbridge,Hiram,,M,rep,Democrat,NY,3.0,,Hiram Walbridge
3035,Walker,William,Adams,M,rep,Democrat,NY,7.0,,William Adams Walker
3036,Walley,Samuel,Hurd,M,rep,Whig,MA,4.0,,Samuel Hurd Walley
3037,Walsh,Michael,,M,rep,Democrat,NY,4.0,,Michael Walsh
3038,Wentworth,Tappan,,M,rep,Whig,MA,8.0,,Tappan Wentworth
3039,Westbrook,Theodoric,Romeyn,M,rep,Democrat,NY,11.0,,Theodoric Romeyn Westbrook
3041,Witte,William,Henry,M,rep,Democrat,PA,4.0,,William Henry Witte
3046,Aiken,William,,M,rep,Democrat,SC,2.0,,William Aiken
3047,Akers,Thomas,Peter,M,rep,American,MO,5.0,,Thomas Peter Akers
3048,Albright,Charles,Jefferson,M,rep,Ind. Republican-Democrat,OH,17.0,,Charles Jefferson Albright
3049,Allison,John,,M,rep,Ind. Republican-Democrat,PA,23.0,,John Allison
3050,Anderson,James,Patton,M,rep,Democrat,WA,-1.0,,James Patton Anderson
3051,Ball,Edward,,M,rep,Ind. Republican-Democrat,OH,16.0,,Edward Ball
3052,Barbour,Lucien,,M,rep,Ind. Republican-Democrat,IN,6.0,,Lucien Barbour
3053,Barclay,David,,M,rep,Democrat,PA,24.0,,David Barclay
3054,Bayly,Thomas,Henry,M,rep,Democrat,VA,1.0,,Thomas Henry Bayly
3056,Bell,Peter,Hansbrough,M,rep,Democrat,TX,2.0,,Peter Hansbrough Bell
3057,Bennett,Hendley,Stone,M,rep,Democrat,MS,2.0,,Hendley Stone Bennett
3058,Benson,Samuel,Page,M,rep,Ind. Republican-Democrat,ME,4.0,,Samuel Page Benson
3060,Bishop,James,,M,rep,Ind. Republican-Democrat,NJ,3.0,,James Bishop
3061,Bradshaw,Samuel,Carey,M,rep,Ind. Republican-Democrat,PA,7.0,,Samuel Carey Bradshaw
3062,Broom,Jacob,,M,rep,American,PA,4.0,,Jacob Broom
3064,Cadwalader,John,,M,rep,Democrat,PA,5.0,,John Cadwalader
3065,Campbell,John,Pierce,M,rep,American,KY,2.0,,John Pierce Campbell
3066,Chapman,Bird,Beers,M,rep,Democrat,NE,-1.0,,Bird Beers Chapman
3067,Child,Thomas,,M,rep,Ind. Republican-Democrat,NY,7.0,,Thomas Child
3068,Clarke,Bayard,,M,rep,Ind. Republican-Democrat,NY,9.0,,Bayard Clarke
3069,Cobb,Howell,,M,rep,Democrat,GA,6.0,,Howell Cobb
3070,Cox,Leander,Martin,M,rep,American,KY,9.0,,Leander Martin Cox
3071,Cullen,Elisha,Dickerson,M,rep,American,DE,0.0,,Elisha Dickerson Cullen
3072,Cumback,William,,M,rep,Ind. Republican-Democrat,IN,4.0,,William Cumback
3073,Davis,Jacob,Cunningham,M,rep,Democrat,IL,5.0,,Jacob Cunningham Davis
3074,Day,Timothy,Crane,M,rep,Ind. Republican-Democrat,OH,1.0,,Timothy Crane Day
3075,De Witt,Alexander,,M,rep,American,MA,9.0,,Alexander De Witt
3076,Denver,James,William,M,rep,Democrat,CA,-1.0,,James William Denver
3077,Dickson,Samuel,,M,rep,Ind. Republican-Democrat,NY,14.0,,Samuel Dickson
3078,Dunn,George,Grundy,M,rep,Ind. Republican-Democrat,IN,3.0,,George Grundy Dunn
3080,Edwards,Francis,Smith,M,rep,American,NY,33.0,,Francis Smith Edwards
3081,Emrie,Jonas,Reece,M,rep,Ind. Republican-Democrat,OH,6.0,,Jonas Reece Emrie
3082,Evans,Lemuel,Dale,M,rep,American,TX,1.0,,Lemuel Dale Evans
3084,Flagler,Thomas,Thorn,M,rep,Ind. Republican-Democrat,NY,31.0,,Thomas Thorn Flagler
3085,Foster,Nathaniel,Greene,M,rep,American,GA,7.0,,Nathaniel Greene Foster
3086,Fuller,Henry,Mills,M,rep,Ind. Republican-Democrat,PA,12.0,,Henry Mills Fuller
3087,Fuller,Thomas,James Duncan,M,rep,Democrat,ME,6.0,,Thomas James Duncan Fuller
3088,Galloway,Samuel,,M,rep,Ind. Republican-Democrat,OH,12.0,,Samuel Galloway
3089,Gilbert,William,Augustus,M,rep,Ind. Republican-Democrat,NY,23.0,,William Augustus Gilbert
3090,Hall,Augustus,,M,rep,Democrat,IA,1.0,,Augustus Hall
3091,Harris,Sampson,Willis,M,rep,Democrat,AL,7.0,,Sampson Willis Harris
3092,Harrison,John,Scott,M,rep,Ind. Republican-Democrat,OH,2.0,,John Scott Harrison
3093,Haven,Solomon,George,M,rep,Ind. Republican-Democrat,NY,32.0,,Solomon George Haven
3094,Herbert,Philemon,Thomas,M,rep,Democrat,CA,-1.0,,Philemon Thomas Herbert
3095,Hodges,George,Tisdale,M,rep,Republican,VT,1.0,,George Tisdale Hodges
3096,Hoffman,Henry,William,M,rep,American,MD,5.0,,Henry William Hoffman
3097,Holloway,David,Pierson,M,rep,Ind. Republican-Democrat,IN,5.0,,David Pierson Holloway
3098,Horton,Thomas,Raymond,M,rep,Ind. Republican-Democrat,NY,18.0,,Thomas Raymond Horton
3099,Hughston,Jonas,Abbott,M,rep,Ind. Republican-Democrat,NY,19.0,,Jonas Abbott Hughston
3102,Kennett,Luther,Martin,M,rep,Ind. Republican-Democrat,MO,1.0,,Luther Martin Kennett
3103,Kidwell,Zedekiah,,M,rep,Democrat,VA,10.0,,Zedekiah Kidwell
3104,King,Rufus,H.,M,rep,Ind. Republican-Democrat,NY,11.0,,Rufus H. King
3105,Knight,Jonathan,,M,rep,Ind. Republican-Democrat,PA,20.0,,Jonathan Knight
3106,Knowlton,Ebenezer,,M,rep,Ind. Republican-Democrat,ME,3.0,,Ebenezer Knowlton
3107,Knox,James,,M,rep,Ind. Republican-Democrat,IL,4.0,,James Knox
3108,Lake,William,Augustus,M,rep,American,MS,4.0,,William Augustus Lake
3109,Lindley,James,Johnson,M,rep,Ind. Republican-Democrat,MO,3.0,,James Johnson Lindley
3110,Lumpkin,John,Henry,M,rep,Democrat,GA,5.0,,John Henry Lumpkin
3111,Mace,Daniel,,M,rep,Ind. Republican-Democrat,IN,8.0,,Daniel Mace
3112,Marshall,Alexander,Keith,M,rep,American,KY,8.0,,Alexander Keith Marshall
3113,Maxwell,Augustus,Emmett,M,rep,Democrat,FL,1.0,,Augustus Emmett Maxwell
3114,McCarty,Andrew,Zimmerman,M,rep,Ind. Republican-Democrat,NY,22.0,,Andrew Zimmerman McCarty
3115,McMullen,Fayette,,M,rep,Democrat,VA,13.0,,Fayette McMullen
3116,Meacham,James,,M,rep,Ind. Republican-Democrat,VT,1.0,,James Meacham
3117,Miller,John,Gaines,M,rep,Ind. Republican-Democrat,MO,5.0,,John Gaines Miller
3118,Miller,Killian,,M,rep,Ind. Republican-Democrat,NY,12.0,,Killian Miller
3119,Miller,Smith,,M,rep,Democrat,IN,1.0,,Smith Miller
3120,Moore,Oscar,Fitzallen,M,rep,Ind. Republican-Democrat,OH,10.0,,Oscar Fitzallen Moore
3121,Oliver,Andrew,,M,rep,Democrat,NY,26.0,,Andrew Oliver
3122,Oliver,Mordecai,,M,rep,Ind. Republican-Democrat,MO,4.0,,Mordecai Oliver
3123,Packer,Asa,,M,rep,Democrat,PA,13.0,,Asa Packer
3124,Paine,Robert,Treat,M,rep,American,NC,1.0,,Robert Treat Paine
3125,Pearce,John,Jamison,M,rep,Ind. Republican-Democrat,PA,15.0,,John Jamison Pearce
3126,Peck,George,Washington,M,rep,Democrat,MI,4.0,,George Washington Peck
3127,Pelton,Guy,Ray,M,rep,Ind. Republican-Democrat,NY,3.0,,Guy Ray Pelton
3128,Pennington,Alexander,Cumming McWhorter,M,rep,Ind. Republican-Democrat,NJ,5.0,,Alexander Cumming McWhorter Pennington
3129,Porter,Gilchrist,,M,rep,Ind. Republican-Democrat,MO,2.0,,Gilchrist Porter
3130,Pringle,Benjamin,,M,rep,Ind. Republican-Democrat,NY,30.0,,Benjamin Pringle
3132,Puryear,Richard,Clauselle,M,rep,American,NC,6.0,,Richard Clauselle Puryear
3133,Reade,Edwin,Godwin,M,rep,American,NC,5.0,,Edwin Godwin Reade
3134,Rivers,Thomas,,M,rep,American,TN,10.0,,Thomas Rivers
3135,Robison,David,Fullerton,M,rep,Ind. Republican-Democrat,PA,17.0,,David Fullerton Robison
3136,Sabin,Alvah,,M,rep,Ind. Republican-Democrat,VT,3.0,,Alvah Sabin
3137,Sage,Russell,,M,rep,Ind. Republican-Democrat,NY,13.0,,Russell Sage
3138,Sapp,William,Robinson,M,rep,Ind. Republican-Democrat,OH,15.0,,William Robinson Sapp
3139,Scott,Harvey,David,M,rep,Ind. Republican-Democrat,IN,7.0,,Harvey David Scott
3141,Simmons,George,Abel,M,rep,Ind. Republican-Democrat,NY,16.0,,George Abel Simmons
3143,Smith,William,Russell,M,rep,American,AL,4.0,,William Russell Smith
3144,Sneed,William,Henry,M,rep,American,TN,2.0,,William Henry Sneed
3145,Stranahan,James,Samuel Thomas,M,rep,Ind. Republican-Democrat,NY,2.0,,James Samuel Thomas Stranahan
3146,Swope,Samuel,Franklin,M,rep,American,KY,10.0,,Samuel Franklin Swope
3147,Thorington,James,,M,rep,Ind. Republican-Democrat,IA,2.0,,James Thorington
3148,Thurston,Benjamin,Babock,M,rep,American,RI,2.0,,Benjamin Babock Thurston
3149,Trafton,Mark,,M,rep,American,MA,11.0,,Mark Trafton
3150,Tyson,Job,Roberts,M,rep,Ind. Republican-Democrat,PA,2.0,,Job Roberts Tyson
3151,Vail,George,,M,rep,Democrat,NJ,4.0,,George Vail
3152,Valk,William,Weightman,M,rep,American,NY,1.0,,William Weightman Valk
3153,Wakeman,Abram,,M,rep,Ind. Republican-Democrat,NY,8.0,,Abram Wakeman
3154,Walker,Percy,,M,rep,American,AL,1.0,,Percy Walker
3155,Warner,Hiram,,M,rep,Democrat,GA,4.0,,Hiram Warner
3156,Watson,Cooper,Kinderdine,M,rep,Ind. Republican-Democrat,OH,9.0,,Cooper Kinderdine Watson
3157,Welch,William,Wickham,M,rep,American,CT,4.0,,William Wickham Welch
3158,Wells,Daniel,,M,rep,Democrat,WI,1.0,,Daniel Wells
3160,Wheeler,John,,M,rep,Democrat,NY,6.0,,John Wheeler
3161,Whitfield,John,Wilkins,M,rep,Democrat,KS,-1.0,,John Wilkins Whitfield
3162,Whitney,Thomas,Richard,M,rep,American,NY,5.0,,Thomas Richard Whitney
3163,Williams,John,,M,rep,Democrat,NY,29.0,,John Williams
3164,Woodworth,James,Hutchinson,M,rep,Ind. Republican-Democrat,IL,2.0,,James Hutchinson Woodworth
3165,Wright,Daniel,Boone,M,rep,Democrat,MS,1.0,,Daniel Boone Wright
3170,Abbott,Nehemiah,,M,rep,Republican,ME,3.0,,Nehemiah Abbott
3171,Ahl,John,Alexander,M,rep,Democrat,PA,16.0,,John Alexander Ahl
3172,Andrews,Samuel,George,M,rep,Republican,NY,29.0,,Samuel George Andrews
3173,Arnold,Samuel,,M,rep,Democrat,CT,2.0,,Samuel Arnold
3175,Bennett,Henry,,M,rep,Republican,NY,21.0,,Henry Bennett
3176,Billinghurst,Charles,,M,rep,Republican,WI,3.0,,Charles Billinghurst
3177,Bishop,William,Darius,M,rep,Democrat,CT,4.0,,William Darius Bishop
3178,Bliss,Philemon,,M,rep,Republican,OH,14.0,,Philemon Bliss
3179,Bowie,Thomas,Fielder,M,rep,Democrat,MD,6.0,,Thomas Fielder Bowie
3180,Brenton,Samuel,,M,rep,Republican,IN,10.0,,Samuel Brenton
3183,Brooks,Preston,Smith,M,rep,Democrat,SC,-1.0,,Preston Smith Brooks
3184,Bryan,Guy,Morrison,M,rep,Democrat,TX,2.0,,Guy Morrison Bryan
3185,Burns,Joseph,,M,rep,Democrat,OH,15.0,,Joseph Burns
3186,Caruthers,Samuel,,M,rep,Democrat,MO,7.0,,Samuel Caruthers
3187,Caskie,John,Samuels,M,rep,Democrat,VA,3.0,,John Samuels Caskie
3188,Chaffee,Calvin,Clifford,M,rep,Republican,MA,10.0,,Calvin Clifford Chaffee
3189,Chapman,Henry,,M,rep,Democrat,PA,7.0,,Henry Chapman
3190,Clark,Ezra,,M,rep,Republican,CT,1.0,,Ezra Clark
3191,Clawson,Isaiah,Dunn,M,rep,Republican,NJ,1.0,,Isaiah Dunn Clawson
3192,Clay,James,Brown,M,rep,Democrat,KY,8.0,,James Brown Clay
3193,Cockerill,Joseph,Randolph,M,rep,Democrat,OH,6.0,,Joseph Randolph Cockerill
3194,Comins,Linus,Bacon,M,rep,Republican,MA,4.0,,Linus Bacon Comins
3195,Damrell,William,Shapleigh,M,rep,Republican,MA,3.0,,William Shapleigh Damrell
3197,Davis,Timothy,,M,rep,Republican,IA,2.0,,Timothy Davis
3198,Davis,Timothy,,M,rep,Republican,MA,6.0,,Timothy Davis
3199,Dean,Sidney,,M,rep,Republican,CT,3.0,,Sidney Dean
3200,Dewart,William,Lewis,M,rep,Democrat,PA,11.0,,William Lewis Dewart
3201,Dodd,Edward,,M,rep,Republican,NY,15.0,,Edward Dodd
3202,Dowdell,James,Ferguson,M,rep,Democrat,AL,3.0,,James Ferguson Dowdell
3203,Durfee,Nathaniel,Briggs,M,rep,Republican,RI,1.0,,Nathaniel Briggs Durfee
3204,Edie,John,Rufus,M,rep,Republican,PA,18.0,,John Rufus Edie
3205,Elliott,John,Milton,M,rep,Democrat,KY,6.0,,John Milton Elliott
3206,Eustis,George,,M,rep,American,LA,1.0,,George Eustis
3207,Ferguson,Fenner,,M,rep,Democrat,NE,-1.0,,Fenner Ferguson
3209,Foley,James,Bradford,M,rep,Democrat,IN,4.0,,James Bradford Foley
3210,Giddings,Joshua,Reed,M,rep,Republican,OH,20.0,,Joshua Reed Giddings
3211,Gillis,James,Lisle,M,rep,Democrat,PA,24.0,,James Lisle Gillis
3212,Gilman,Charles,Jervis,M,rep,Republican,ME,2.0,,Charles Jervis Gilman
3213,Goodwin,Henry,Charles,M,rep,Republican,NY,22.0,,Henry Charles Goodwin
3214,Granger,Amos,Phelps,M,rep,Republican,NY,24.0,,Amos Phelps Granger
3216,Greenwood,Alfred,Burton,M,rep,Democrat,AR,1.0,,Alfred Burton Greenwood
3217,Gregg,James,Madison,M,rep,Democrat,IN,6.0,,James Madison Gregg
3218,Groesbeck,William,Slocum,M,rep,Democrat,OH,2.0,,William Slocum Groesbeck
3220,Hall,Lawrence,Washington,M,rep,Democrat,OH,9.0,,Lawrence Washington Hall
3221,Hall,Robert,Bernard,M,rep,Republican,MA,1.0,,Robert Bernard Hall
3223,Harlan,Aaron,,M,rep,Republican,OH,7.0,,Aaron Harlan
3224,Harris,Thomas,Langrell,M,rep,Democrat,IL,6.0,,Thomas Langrell Harris
3225,Hatch,Israel,Thompson,M,rep,Democrat,NY,32.0,,Israel Thompson Hatch
3227,Hodges,Charles,Drury,M,rep,Democrat,IL,6.0,,Charles Drury Hodges
3228,Hopkins,George,Washington,M,rep,Democrat,VA,13.0,,George Washington Hopkins
3229,Hughes,James,,M,rep,Democrat,IN,3.0,,James Hughes
3230,Huyler,John,,M,rep,Democrat,NJ,4.0,,John Huyler
3231,Jewett,Joshua,Husband,M,rep,Democrat,KY,5.0,,Joshua Husband Jewett
3232,Jones,George,Washington,M,rep,Democrat,TN,6.0,,George Washington Jones
3233,Jones,Jehu,Glancy,M,rep,Democrat,PA,8.0,,Jehu Glancy Jones
3234,Jones,Owen,,M,rep,Democrat,PA,5.0,,Owen Jones
3235,Keim,William,High,M,rep,Republican,PA,8.0,,William High Keim
3236,Kelly,John,,M,rep,Democrat,NY,4.0,,John Kelly
3239,Kingsbury,William,Wallace,M,rep,Democrat,MN,-1.0,,William Wallace Kingsbury
3240,Knapp,Chauncey,Langdon,M,rep,Republican,MA,8.0,,Chauncey Langdon Knapp
3241,Kunkel,John,Christian,M,rep,Republican,PA,10.0,,John Christian Kunkel
3242,Landy,James,,M,rep,Democrat,PA,3.0,,James Landy
3243,Lawrence,William,,M,rep,Democrat,OH,17.0,,William Lawrence
3244,Leidy,Paul,,M,rep,Democrat,PA,12.0,,Paul Leidy
3245,Leiter,Benjamin,Franklin,M,rep,Republican,OH,18.0,,Benjamin Franklin Leiter
3246,Letcher,John,,M,rep,Democrat,VA,9.0,,John Letcher
3247,Lockhart,James,,M,rep,Democrat,IN,1.0,,James Lockhart
3249,Marshall,Humphrey,,M,rep,American,KY,7.0,,Humphrey Marshall
3251,Mason,John,Calvin,M,rep,Democrat,KY,9.0,,John Calvin Mason
3252,Matteson,Orsamus,Benajah,M,rep,Republican,NY,20.0,,Orsamus Benajah Matteson
3253,McKibbin,Joseph,Chambers,M,rep,Democrat,CA,-1.0,,Joseph Chambers McKibbin
3254,Miller,Joseph,,M,rep,Democrat,OH,10.0,,Joseph Miller
3255,Montgomery,John,Gallagher,M,rep,Democrat,PA,12.0,,John Gallagher Montgomery
3256,Morgan,Edwin,Barber,M,rep,Republican,NY,25.0,,Edwin Barber Morgan
3257,Morrison,James,Lowery Donaldson,M,rep,Democrat,IL,-1.0,,James Lowery Donaldson Morrison
3258,Morse,Oliver,Andrew,M,rep,Republican,NY,19.0,,Oliver Andrew Morse
3259,Mott,Richard,,M,rep,Republican,OH,5.0,,Richard Mott
3260,Murray,Ambrose,Spencer,M,rep,Republican,NY,10.0,,Ambrose Spencer Murray
3261,Nichols,Matthias,H.,M,rep,Republican,OH,4.0,,Matthias H. Nichols
3263,Orr,James,Lawrence,M,rep,Democrat,SC,5.0,,James Lawrence Orr
3264,Parker,John,Mason,M,rep,Republican,NY,27.0,,John Mason Parker
3265,Phelps,William,Wallace,M,rep,Democrat,MN,-1.0,,William Wallace Phelps
3266,Phillips,Henry,Myer,M,rep,Democrat,PA,4.0,,Henry Myer Phillips
3267,Pike,James,,M,rep,Republican,NH,1.0,,James Pike
3269,Powell,Paulus,,M,rep,Democrat,VA,6.0,,Paulus Powell
3270,Purviance,Samuel,Anderson,M,rep,Republican,PA,22.0,,Samuel Anderson Purviance
3271,Quitman,John,Anthony,M,rep,Democrat,MS,5.0,,John Anthony Quitman
3272,Ready,Charles,,M,rep,American,TN,5.0,,Charles Ready
3273,Reilly,Wilson,,M,rep,Democrat,PA,17.0,,Wilson Reilly
3274,Ricaud,James,Barroll,M,rep,American,MD,2.0,,James Barroll Ricaud
3275,Ritchie,David,,M,rep,Republican,PA,21.0,,David Ritchie
3276,Robbins,George,Robbins,M,rep,Republican,NJ,2.0,,George Robbins Robbins
3277,Roberts,Anthony,Ellmaker,M,rep,Republican,PA,9.0,,Anthony Ellmaker Roberts
3278,Russell,William,Fiero,M,rep,Democrat,NY,11.0,,William Fiero Russell
3279,Sandidge,John,Milton,M,rep,Democrat,LA,4.0,,John Milton Sandidge
3280,Savage,John,Houston,M,rep,Democrat,TN,4.0,,John Houston Savage
3281,Searing,John,Alexander,M,rep,Democrat,NY,1.0,,John Alexander Searing
3282,Seward,James,Lindsay,M,rep,Democrat,GA,1.0,,James Lindsay Seward
3283,Shaw,Henry,Marchmore,M,rep,Democrat,NC,1.0,,Henry Marchmore Shaw
3284,Sherman,Judson,W.,M,rep,Republican,NY,30.0,,Judson W. Sherman
3285,Shorter,Eli,Sims,M,rep,Democrat,AL,2.0,,Eli Sims Shorter
3287,Smith,Robert,,M,rep,Democrat,IL,8.0,,Robert Smith
3288,Smith,Samuel,Axley,M,rep,Democrat,TN,3.0,,Samuel Axley Smith
3289,Talbott,Albert,Gallatin,M,rep,Democrat,KY,4.0,,Albert Gallatin Talbott
3290,Taylor,George,,M,rep,Democrat,NY,2.0,,George Taylor
3291,Thompson,John,,M,rep,Republican,NY,12.0,,John Thompson
3293,Trippe,Robert,Pleasant,M,rep,American,GA,3.0,,Robert Pleasant Trippe
